Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,3.705653,3.531701,3.570611,4.282444,0.764477,0.748455,0.753033,0.734722,0.773632,0.764477,0.693523,0.737011,0.762188,0.759899,0.75761,0.753033,0.766766,0.789654,0.766766,0.759899,0.803388,0.828565,0.823987,0.819409,6.443122,6.205081,6.140993,6.415656,5.859464,5.864042,6.511788,5.951019,0.782788,0.780499,0.775921,0.826276,6.106661,5.873198,5.779355,5.076677,6.349279,6.518654,6.832227,7.090867,7.862211,7.853056,8.104829,7.106889
2,4.341955,4.165713,4.202335,4.868391,0.764477,0.750744,0.755322,0.7393,0.775921,0.766766,0.693523,0.737011,0.766766,0.759899,0.762188,0.753033,0.771344,0.794232,0.773632,0.766766,0.803388,0.828565,0.826276,0.819409,6.397345,6.179904,6.06775,6.324102,5.854887,5.86862,6.518654,5.946441,0.782788,0.782788,0.773632,0.826276,6.111238,5.884642,5.772488,5.083543,6.360723,6.52781,6.839094,7.097734,7.869078,7.859922,8.111696,7.116045
3,4.866102,4.721904,4.751659,5.381094,0.769055,0.753033,0.75761,0.7393,0.780499,0.773632,0.6981,0.741588,0.771344,0.764477,0.764477,0.75761,0.775921,0.79881,0.780499,0.771344,0.803388,0.826276,0.823987,0.817121,6.383612,6.157015,6.033417,6.255436,5.852598,5.870909,6.520943,5.94873,0.782788,0.782788,0.775921,0.828565,6.108949,5.886931,5.763333,5.081254,6.365301,6.52781,6.841382,7.102312,7.871366,7.862211,8.113985,7.118334
4,5.312428,5.156786,5.193408,5.836576,0.773632,0.755322,0.759899,0.743877,0.785077,0.77821,0.707256,0.746166,0.77821,0.769055,0.769055,0.759899,0.780499,0.805676,0.785077,0.775921,0.801099,0.826276,0.821698,0.819409,6.383612,6.140993,6.017395,6.216526,5.854887,5.873198,6.518654,5.953307,0.780499,0.782788,0.775921,0.828565,6.106661,5.886931,5.763333,5.083543,6.369879,6.530098,6.843671,7.102312,7.873655,7.862211,8.113985,7.120623
5,5.701534,5.470359,5.527581,6.202792,0.780499,0.762188,0.764477,0.748455,0.789654,0.782788,0.716411,0.753033,0.782788,0.775921,0.773632,0.766766,0.787366,0.810254,0.791943,0.780499,0.79881,0.826276,0.823987,0.819409,6.385901,6.138705,6.010529,6.189059,5.857176,5.875486,6.518654,5.955596,0.782788,0.782788,0.775921,0.828565,6.104372,5.88922,5.76791,5.083543,6.369879,6.52781,6.839094,7.097734,7.871366,7.857633,8.113985,7.118334
6,6.003662,5.722133,5.790799,6.470588,0.785077,0.766766,0.766766,0.750744,0.794232,0.782788,0.723278,0.755322,0.787366,0.780499,0.77821,0.771344,0.791943,0.812543,0.796521,0.787366,0.796521,0.828565,0.823987,0.819409,6.390478,6.140993,6.00824,6.173037,5.857176,5.875486,6.518654,5.953307,0.782788,0.780499,0.775921,0.826276,6.106661,5.88922,5.76791,5.085832,6.372168,6.530098,6.841382,7.100023,7.873655,7.862211,8.118563,7.122911
7,6.223392,5.932708,5.999084,6.660563,0.789654,0.769055,0.769055,0.753033,0.796521,0.787366,0.732433,0.759899,0.794232,0.785077,0.785077,0.775921,0.796521,0.814832,0.803388,0.791943,0.79881,0.828565,0.823987,0.819409,6.390478,6.143282,6.00824,6.166171,5.857176,5.875486,6.518654,5.94873,0.782788,0.782788,0.775921,0.828565,6.108949,5.88922,5.765621,5.085832,6.369879,6.530098,6.843671,7.102312,7.871366,7.857633,8.116274,7.120623
8,6.385901,6.122683,6.177615,6.816205,0.789654,0.769055,0.773632,0.753033,0.794232,0.787366,0.7393,0.759899,0.79881,0.789654,0.785077,0.77821,0.79881,0.814832,0.805676,0.794232,0.79881,0.828565,0.823987,0.819409,6.395056,6.14786,6.012818,6.16846,5.859464,5.877775,6.520943,5.94873,0.785077,0.780499,0.775921,0.826276,6.108949,5.88922,5.765621,5.083543,6.372168,6.530098,6.843671,7.102312,7.873655,7.859922,8.118563,7.120623
9,6.504921,6.282902,6.330968,6.937514,0.794232,0.771344,0.771344,0.753033,0.796521,0.789654,0.746166,0.762188,0.803388,0.791943,0.787366,0.77821,0.79881,0.817121,0.812543,0.794232,0.79881,0.828565,0.823987,0.817121,6.395056,6.150149,6.015106,6.170748,5.861753,5.875486,6.518654,5.946441,0.785077,0.782788,0.775921,0.830854,6.108949,5.891508,5.765621,5.085832,6.36759,6.525521,6.841382,7.100023,7.871366,7.859922,8.113985,7.120623
10,6.614786,6.417945,6.459144,7.024491,0.794232,0.771344,0.773632,0.755322,0.79881,0.791943,0.755322,0.764477,0.807965,0.794232,0.791943,0.782788,0.801099,0.819409,0.814832,0.79881,0.79881,0.826276,0.826276,0.819409,6.395056,6.14786,6.017395,6.173037,5.859464,5.875486,6.520943,5.94873,0.782788,0.782788,0.775921,0.826276,6.111238,5.88922,5.76791,5.085832,6.372168,6.525521,6.843671,7.100023,7.871366,7.857633,8.113985,7.118334
