Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,3.26849347676814,3.40156191348135,3.66561959258412,3.37037399862669,1.11652735179675,1.04375555046922,1.23919981689174,1.1331609063859,0.646629434653239,1.05623071641108,1.05207232776379,1.03751796749828,0.898211947814145,0.885736781872282,0.900291142137789,0.933558251316091,0.767222705424582,0.808806591897459,0.827519340810254,0.781777065690089,0.794252231631952,0.725638818951705,0.765143511100938,0.7443515678645,9.93023208972305,8.47063767452506,7.7990579079881,7.16906202792401,5.40590524147402,5.72818036163882,6.46837354085603,5.91530785076677,0.573857633325704,0.538511329823758,0.534352941176471,0.532273746852827,0.540590524147402,0.557224078736553,0.559303273060197,0.561382467383841,1.55731654840925,1.58642526894026,1.51781185626001,1.52612863355459,3.72383703364614,3.55958068207828,3.58037262531472,3.75918333714809
2,3.86106385900664,4.00868665598535,4.19789333943694,3.94423163195239,1.25999176012818,1.17682398718242,1.38266422522316,1.26830853742275,0.646629434653239,1.17474479285878,1.16019043259327,1.14771526665141,0.97098374914168,0.954350194552529,0.966825360494392,0.99801327534905,0.79841062027924,0.85246967269398,0.867024032959487,0.821281757839322,0.792173037308309,0.725638818951705,0.765143511100938,0.7443515678645,9.93854886701762,8.46024170290684,7.78242435339895,7.17945799954223,5.42669718471046,5.74689311055161,6.48916548409247,5.92570382238498,0.573857633325704,0.536432135500114,0.532273746852827,0.530194552529183,0.538511329823758,0.557224078736553,0.559303273060197,0.561382467383841,1.55939574273289,1.59058365758755,1.5219702449073,1.53028702220188,3.73007461661707,3.56165987640192,3.58245181963836,3.75918333714809
3,4.34967452506294,4.46818860151064,4.64699931334401,4.40581277180133,1.42840650034333,1.33068436713207,1.5552373540856,1.4221689173724,0.642471046005951,1.30989242389563,1.29117967498283,1.27454612039368,1.06246829938201,1.03543877317464,1.04999313344015,1.07910185397116,0.837915312428473,0.900291142137789,0.910687113756008,0.8628656443122,0.792173037308309,0.727718013275349,0.765143511100938,0.746430762188144,9.94478644998856,8.45608331425956,7.78450354772259,7.18569558251316,5.43917235065232,5.75936827649348,6.4954030670634,5.92778301670863,0.573857633325704,0.538511329823758,0.536432135500114,0.530194552529183,0.540590524147402,0.557224078736553,0.559303273060197,0.563461661707485,1.56147493705653,1.59266285191119,1.5219702449073,1.53444541084916,3.73007461661707,3.56165987640192,3.58037262531472,3.75710414282445
4,4.76551338979171,4.8549187457084,5.04204623483635,4.7883845273518,1.61553398947128,1.51781185626001,1.74652323186084,1.59266285191119,0.642471046005951,1.45127763790341,1.43464408331426,1.4221689173724,1.1664280155642,1.12484412909133,1.14771526665141,1.17266559853513,0.883657587548638,0.948112611581598,0.962666971847105,0.919003891050584,0.790093842984665,0.727718013275349,0.765143511100938,0.746430762188144,9.95934081025406,8.46232089723049,7.79282032501717,7.18985397116045,5.44333073929961,5.76560585946441,6.50164065003433,5.93194140535592,0.575936827649348,0.538511329823758,0.534352941176471,0.532273746852827,0.542669718471046,0.557224078736553,0.559303273060197,0.561382467383841,1.56147493705653,1.59266285191119,1.5219702449073,1.53444541084916,3.72591622796979,3.55750148775464,3.57621423666743,3.75086655985351
5,5.10858045319295,5.1771938658732,5.35392538338292,5.09610528725109,1.81305745021744,1.71741451132982,1.944046692607,1.77979034103914,0.677817349507897,1.61345479514763,1.58642526894026,1.57810849164569,1.27870450904097,1.2184078736553,1.24751659418631,1.27246692607004,0.933558251316091,1.00425085831998,1.02296360723278,0.981379720759899,0.792173037308309,0.725638818951705,0.767222705424582,0.746430762188144,9.97181597619593,8.47063767452506,7.80113710231174,7.19401235980774,5.4474891279469,5.7697642481117,6.50579903868162,5.93194140535592,0.573857633325704,0.538511329823758,0.532273746852827,0.532273746852827,0.540590524147402,0.559303273060197,0.559303273060197,0.561382467383841,1.55731654840925,1.59266285191119,1.5219702449073,1.53444541084916,3.7217578393225,3.55542229343099,3.57205584802014,3.74462897688258
6,5.41838040741589,5.43501396200504,5.58055756466011,5.35392538338292,2.01058091096361,1.91909636072328,2.14157015335317,1.96899702449073,0.738113984893568,1.78186953536278,1.74236484321355,1.73404806591897,1.39098100251774,1.31405081254292,1.34731792172122,1.37226825360494,0.983458915083543,1.06246829938201,1.08326024261845,1.04999313344015,0.792173037308309,0.727718013275349,0.767222705424582,0.746430762188144,9.97805355916686,8.47687525749599,7.80321629663539,7.19401235980774,5.4474891279469,5.7697642481117,6.50579903868162,5.93194140535592,0.573857633325704,0.534352941176471,0.534352941176471,0.530194552529183,0.540590524147402,0.557224078736553,0.559303273060197,0.561382467383841,1.55731654840925,1.59058365758755,1.5219702449073,1.53444541084916,3.71552025635157,3.54918471046006,3.56789745937285,3.73839139391165
7,5.70738841840238,5.66788372625315,5.74065552758068,5.59095353627832,2.20810437170977,2.11661982146944,2.34117280842298,2.15612451361868,0.848311284046693,1.94820508125429,1.90246280613413,1.89206683451591,1.50325749599451,1.41177294575418,1.44919844357977,1.46791119249256,1.03128038452735,1.11860654612039,1.13939848935683,1.11444815747311,0.792173037308309,0.725638818951705,0.767222705424582,0.746430762188144,9.98429114213779,8.47479606317235,7.80113710231174,7.19193316548409,5.44956832227054,5.77184344243534,6.50787823300526,5.92986221103227,0.573857633325704,0.538511329823758,0.534352941176471,0.530194552529183,0.540590524147402,0.557224078736553,0.559303273060197,0.561382467383841,1.55939574273289,1.59058365758755,1.5219702449073,1.53444541084916,3.71136186770428,3.54294712748913,3.56581826504921,3.73423300526436
8,5.95273334859235,5.90075349050126,5.84461524376287,5.81966491187915,2.40562783245594,2.31206408789197,2.54285465781643,2.34325200274662,1.01048844129091,2.11661982146944,2.06048157473106,2.05216479743648,1.61761318379492,1.50949507896544,1.55731654840925,1.56771252002747,1.0811810482948,1.17682398718242,1.19553673609522,1.18098237582971,0.792173037308309,0.725638818951705,0.767222705424582,0.746430762188144,9.98844953078508,8.48103364614328,7.80321629663539,7.19609155413138,5.44956832227054,5.7697642481117,6.50995742732891,5.92986221103227,0.573857633325704,0.536432135500114,0.534352941176471,0.530194552529183,0.540590524147402,0.557224078736553,0.559303273060197,0.561382467383841,1.55731654840925,1.59058365758755,1.51989105058366,1.53236621652552,3.70512428473335,3.5367095445182,3.55958068207828,3.72383703364614
9,6.19599908445869,6.1253064774548,5.91322865644312,6.0213467612726,2.61354726482033,2.5033499656672,2.7403781185626,2.53037949187457,1.18929915312428,2.28295536736095,2.22265873197528,2.21642114900435,1.72988967727169,1.61137560082399,1.66543465323873,1.66751384756237,1.13108171206226,1.23296223392081,1.25583337148089,1.24335820553902,0.792173037308309,0.727718013275349,0.767222705424582,0.746430762188144,9.9801327534905,8.47895445181964,7.80113710231174,7.19817074845502,5.45164751659419,5.77392263675898,6.50995742732891,5.92778301670863,0.573857633325704,0.536432135500114,0.532273746852827,0.530194552529183,0.542669718471046,0.559303273060197,0.561382467383841,0.561382467383841,1.55731654840925,1.59058365758755,1.51989105058366,1.53236621652552,3.69888670176242,3.52839276722362,3.5512639047837,3.71759945067521
10,6.45589837491417,6.32075074387732,5.98392126344701,6.20015747310597,2.82978347447929,2.70295262073701,2.93582238498512,2.71958617532616,1.36810986495766,2.45760769054704,2.39107347219043,2.3848358892195,1.85048294804303,1.71117692835889,1.77563195239185,1.77147356374456,1.18098237582971,1.28910048065919,1.31613000686656,1.30157564660105,0.792173037308309,0.727718013275349,0.769301899748226,0.746430762188144,9.98637033646143,8.48311284046693,7.7990579079881,7.20232913710231,5.45372671091783,5.77392263675898,6.51203662165255,5.92778301670863,0.573857633325704,0.536432135500114,0.534352941176471,0.530194552529183,0.542669718471046,0.557224078736553,0.559303273060197,0.563461661707485,1.55731654840925,1.5885044632639,1.51989105058366,1.53236621652552,3.69056992446784,3.52215518425269,3.54502632181277,3.70720347905699
