Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,3.07393,0.750744,3.144884,3.639277,0.908675,0.906386,0.762188,0.691234,1.574731,1.757839,0.981918,1.812772,3.135729,2.300298,3.108263,3.29366,2.073701,2.405585,2.126345,2.286564,2.925154,2.61387,2.810712,2.920577,0.794232,0.688945,0.77821,0.801099,0.796521,0.769055,0.801099,0.801099,7.338064,7.756924,5.360494,6.108949,0.805676,0.814832,0.807965,0.851453,6.298924,6.461433,6.761273,7.008469,7.775235,7.766079,8.006409,7.00618
2,3.655299,0.865187,3.662165,4.234379,0.95903,0.954452,0.79881,0.700389,1.847105,2.059968,1.105516,2.137789,3.680476,2.737469,3.600366,3.822385,2.268254,2.597848,2.325475,2.497139,3.37377,3.032731,3.268482,3.37377,0.821698,0.6981,0.805676,0.833143,0.796521,0.766766,0.803388,0.79881,7.239643,7.685969,5.32845,6.042573,0.805676,0.814832,0.807965,0.851453,6.312657,6.468299,6.768139,7.010758,7.782101,7.772946,8.010986,7.008469
3,4.142824,1.000229,4.11078,4.737926,1.007095,1.004807,0.826276,0.716411,2.098878,2.330053,1.224537,2.426184,4.135958,3.069352,4.003204,4.266423,2.387274,2.707713,2.444495,2.623026,3.744564,3.371481,3.639277,3.749142,0.846876,0.707256,0.830854,0.85832,0.796521,0.766766,0.803388,0.796521,7.134356,7.601282,5.26894,5.960174,0.805676,0.814832,0.810254,0.849165,6.317235,6.472877,6.768139,7.010758,7.78439,7.770657,8.013275,7.010758
4,4.566262,1.222248,4.479286,5.152209,1.05745,1.055161,0.865187,0.7393,2.33463,2.568093,1.371023,2.675669,4.502174,3.339437,4.309911,4.634928,2.478828,2.783246,2.536049,2.712291,4.05127,3.659876,3.943694,4.048981,0.874342,0.727855,0.853742,0.888075,0.796521,0.766766,0.79881,0.791943,6.967269,7.509728,5.23003,5.896086,0.807965,0.814832,0.810254,0.849165,6.324102,6.472877,6.772717,7.010758,7.793545,7.775235,8.015564,7.010758
5,4.921035,1.599908,4.765393,5.490959,1.114672,1.110094,0.906386,0.773632,2.547494,2.755779,1.586175,2.886244,4.792859,3.582055,4.534218,4.925612,2.561227,2.838178,2.616159,2.785534,4.296178,3.897917,4.181735,4.280156,0.904097,0.75761,0.885786,0.91783,0.796521,0.766766,0.79881,0.791943,6.747539,7.418173,5.216297,5.850309,0.805676,0.812543,0.810254,0.849165,6.321813,6.470588,6.772717,7.010758,7.793545,7.775235,8.015564,7.013046
6,5.223163,2.112612,4.964523,5.774777,1.169604,1.165026,0.956741,0.821698,2.732891,2.911421,1.87686,3.067063,5.021744,3.840696,4.696727,5.12932,2.643626,2.886244,2.698558,2.842756,4.488441,4.083314,4.369421,4.456397,0.936141,0.789654,0.91783,0.949874,0.791943,0.766766,0.79881,0.791943,6.534676,7.319753,5.207141,5.815976,0.807965,0.814832,0.810254,0.851453,6.321813,6.470588,6.772717,7.008469,7.791257,7.772946,8.017853,7.015335
7,5.490959,2.65507,5.106432,6.005951,1.224537,1.222248,1.013962,0.881209,2.906844,3.041886,2.197299,3.218128,5.216297,4.115358,4.834058,5.300984,2.716869,2.932021,2.77409,2.893111,4.657816,4.227512,4.538796,4.628061,0.965896,0.826276,0.954452,0.981918,0.794232,0.764477,0.79881,0.791943,6.356146,7.207599,5.211719,5.777066,0.807965,0.814832,0.807965,0.849165,6.321813,6.468299,6.772717,7.008469,7.791257,7.772946,8.017853,7.015335
8,5.742733,3.135729,5.234607,6.200504,1.274891,1.274891,1.075761,0.949874,3.064775,3.144884,2.490272,3.348592,5.365072,4.41062,4.957656,5.442893,2.787823,2.977798,2.840467,2.948043,4.804303,4.344244,4.678416,4.79057,0.995651,0.85832,0.984207,1.011673,0.796521,0.764477,0.79881,0.794232,6.211948,7.088579,5.220874,5.726711,0.807965,0.814832,0.807965,0.849165,6.321813,6.470588,6.772717,7.010758,7.793545,7.772946,8.02472,7.019913
9,5.969329,3.495079,5.34905,6.351568,1.322957,1.329824,1.132982,1.020829,3.197528,3.222705,2.732891,3.45388,5.479515,4.685283,5.051499,5.552758,2.842756,3.018997,2.895399,2.996109,4.921035,4.440375,4.785992,4.923323,1.01854,0.885786,1.011673,1.036851,0.796521,0.764477,0.79881,0.794232,6.076905,6.955825,5.225452,5.662623,0.807965,0.812543,0.810254,0.851453,6.324102,6.470588,6.772717,7.008469,7.793545,7.775235,8.022431,7.019913
10,6.163882,3.826963,5.438315,6.484321,1.364157,1.375601,1.190204,1.089494,3.318837,3.279927,2.897688,3.522545,5.559625,4.93019,5.113298,5.62829,2.883955,3.051041,2.943465,3.037308,4.998856,4.513619,4.866102,5.033188,1.036851,0.910964,1.034562,1.055161,0.796521,0.764477,0.79881,0.796521,5.964752,6.818494,5.234607,5.596246,0.807965,0.814832,0.810254,0.851453,6.321813,6.470588,6.772717,7.013046,7.795834,7.775235,8.02472,7.019913
11,6.328679,4.106203,5.495537,6.607919,1.403067,1.414511,1.242847,1.153582,3.417258,3.327993,3.018997,3.579767,5.635157,5.115587,5.159075,5.680934,2.918288,3.080797,2.984665,3.062486,5.062943,4.575418,4.937057,5.124743,1.050584,0.931563,1.052873,1.066606,0.796521,0.766766,0.79881,0.796521,5.866331,6.694896,5.246052,5.52987,0.805676,0.814832,0.810254,0.851453,6.324102,6.470588,6.770428,7.010758,7.791257,7.772946,8.020142,7.022202
12,6.470588,4.314488,5.536736,6.720073,1.4374,1.448844,1.288624,1.208515,3.495079,3.362325,3.115129,3.634699,5.692378,5.241474,5.197986,5.717556,2.950332,3.103685,3.016709,3.080797,5.113298,4.623484,4.996567,5.200275,1.064317,0.954452,1.068894,1.082628,0.79881,0.766766,0.801099,0.796521,5.781643,6.582742,5.259785,5.465782,0.807965,0.814832,0.810254,0.853742,6.324102,6.472877,6.772717,7.013046,7.791257,7.772946,8.020142,7.019913
13,6.605631,4.506752,5.56878,6.823072,1.464866,1.480888,1.332113,1.254292,3.563745,3.389792,3.176928,3.689631,5.738155,5.339895,5.236896,5.756466,2.982376,3.119707,3.037308,3.099107,5.154498,4.648661,5.042344,5.262074,1.073472,0.972763,1.080339,1.089494,0.801099,0.766766,0.801099,0.794232,5.715267,6.493477,5.275807,5.40856,0.807965,0.812543,0.807965,0.849165,6.32639,6.470588,6.772717,7.013046,7.793545,7.772946,8.020142,7.022202
14,6.72694,4.680705,5.591669,6.916915,1.492332,1.510643,1.375601,1.300069,3.620966,3.41268,3.227283,3.746853,5.770199,5.424582,5.273518,5.802243,3.009842,3.13344,3.05333,3.108263,5.186542,4.666972,5.074388,5.307851,1.080339,0.991073,1.087205,1.096361,0.801099,0.764477,0.801099,0.79881,5.658045,6.417945,5.296407,5.355917,0.807965,0.817121,0.810254,0.851453,6.32639,6.470588,6.770428,7.015335,7.791257,7.770657,8.017853,7.019913
15,6.843671,4.875257,5.621424,7.017624,1.510643,1.528954,1.407645,1.33669,3.662165,3.442435,3.268482,3.797208,5.795377,5.511559,5.296407,5.864042,3.032731,3.138018,3.067063,3.110552,5.223163,4.682994,5.104143,5.362783,1.089494,1.011673,1.094072,1.105516,0.803388,0.766766,0.803388,0.79881,5.619135,6.365301,5.317006,5.317006,0.805676,0.817121,0.810254,0.851453,6.330968,6.470588,6.775006,7.015335,7.791257,7.772946,8.017853,7.017624
16,6.958114,5.117876,5.662623,7.138933,1.526665,1.549554,1.439689,1.37789,3.69192,3.467613,3.307393,3.847562,5.831998,5.58938,5.319295,5.983062,3.05333,3.149462,3.078508,3.119707,5.28954,4.703593,5.152209,5.445182,1.096361,1.029984,1.103227,1.110094,0.801099,0.764477,0.801099,0.79881,5.600824,6.337835,5.339895,5.296407,0.807965,0.817121,0.812543,0.853742,6.333257,6.472877,6.775006,7.017624,7.788968,7.772946,8.020142,7.022202
17,7.081712,5.390249,5.719844,7.241932,1.538109,1.563287,1.462577,1.4168,3.707942,3.495079,3.337148,3.881895,5.896086,5.66949,5.371939,6.152438,3.071641,3.176928,3.089952,3.15404,5.383383,4.753948,5.225452,5.54818,1.09865,1.048295,1.107805,1.112383,0.803388,0.769055,0.805676,0.801099,5.600824,6.333257,5.367361,5.28954,0.807965,0.814832,0.810254,0.853742,6.335546,6.472877,6.775006,7.022202,7.791257,7.772946,8.022431,7.024491
18,7.244221,5.639734,5.777066,7.358663,1.549554,1.572442,1.480888,1.455711,3.728542,3.531701,3.369192,3.907073,5.978485,5.742733,5.42916,6.335546,3.096818,3.204395,3.110552,3.181506,5.470359,4.836347,5.28954,5.671778,1.105516,1.062028,1.11696,1.11696,0.803388,0.766766,0.805676,0.801099,5.626001,6.351568,5.397116,5.291829,0.807965,0.814832,0.810254,0.851453,6.337835,6.475166,6.779583,7.024491,7.791257,7.772946,8.022431,7.022202
19,7.468528,5.822843,5.836576,7.516594,1.565576,1.581598,1.49691,1.49691,3.753719,3.568322,3.396658,3.959716,6.072328,5.80911,5.502403,6.424811,3.121996,3.231861,3.142596,3.224994,5.614557,4.939345,5.374228,5.815976,1.107805,1.071183,1.121538,1.114672,0.803388,0.766766,0.805676,0.801099,5.658045,6.392767,5.420005,5.305562,0.807965,0.814832,0.810254,0.851453,6.340124,6.477455,6.779583,7.02678,7.793545,7.775235,8.022431,7.022202
20,7.720302,5.941863,5.918975,7.695125,1.583886,1.59762,1.508354,1.524376,3.785763,3.61181,3.428702,4.014649,6.179904,5.873198,5.591669,6.456855,3.156329,3.266194,3.186084,3.275349,5.754177,5.060655,5.481804,5.939574,1.114672,1.080339,1.128405,1.119249,0.803388,0.766766,0.807965,0.803388,5.690089,6.433967,5.44976,5.326162,0.810254,0.817121,0.810254,0.851453,6.342412,6.477455,6.779583,7.02678,7.791257,7.770657,8.020142,7.019913
21,7.933165,6.051728,6.02884,7.814145,1.599908,1.611353,1.519799,1.544976,3.829252,3.669032,3.460746,4.060426,6.276036,5.92813,5.662623,6.461433,3.199817,3.295949,3.222705,3.309682,5.822843,5.106432,5.566491,6.005951,1.11696,1.087205,1.130694,1.123827,0.803388,0.766766,0.807965,0.803388,5.715267,6.482033,5.472648,5.358206,0.805676,0.817121,0.810254,0.853742,6.344701,6.482033,6.784161,7.033646,7.793545,7.772946,8.020142,7.022202
