5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.321149093,0.311018179,0.264560874,0.288006646,0.61364221,0.616681504,0.595406642,0.050364981,0.128806952,0.163541419,0.172948696,0.118965531,0.703083478,0.667046485,0.626233432,0.038207904
0.33658221,0.326208129,0.280965475,0.302001845,0.676046124,0.687284736,0.65673872,0.067431668,0.148983748,0.185293078,0.190768375,0.134575223,0.759471179,0.731662859,0.687284736,0.0383266
0.353049882,0.342683029,0.297327891,0.31705376,0.720642254,0.735040645,0.699044524,0.086678642,0.171341514,0.207769552,0.209209401,0.152191565,0.796810039,0.773052536,0.728561422,0.038299898
0.373477718,0.363531758,0.317261406,0.334702926,0.756757234,0.773045539,0.732396809,0.121369439,0.196180295,0.231063239,0.227315459,0.171099243,0.829117592,0.801297811,0.762090528,0.06745946
0.400902964,0.389935087,0.34274459,0.35587708,0.783766689,0.797909414,0.759666322,0.176062497,0.222242759,0.254713389,0.243745513,0.191504029,0.85895397,0.821143878,0.788817676,0.096690036
0.43644557,0.424755106,0.377704367,0.382467237,0.810974785,0.815593308,0.784851556,0.238861601,0.249108788,0.280139234,0.262675569,0.212594025,0.885014739,0.836953763,0.806212011,0.153275531
0.477215299,0.465389498,0.423566435,0.416355546,0.831269009,0.833288039,0.8018486,0.294924514,0.276753149,0.306894552,0.284829364,0.235506938,0.902512386,0.849872989,0.817279941,0.230170938
0.525056898,0.514091109,0.479895376,0.459118148,0.844506194,0.850133346,0.816226128,0.33892787,0.30588639,0.334310761,0.307617865,0.259282004,0.916072,0.863119029,0.827624642,0.301990713
0.573162308,0.563631314,0.539948065,0.507022681,0.85461694,0.860682205,0.828190013,0.37503219,0.334741868,0.360735603,0.328821032,0.282609875,0.923500436,0.872523781,0.835988143,0.357414207
0.622171974,0.612775764,0.595862641,0.55437491,0.869363929,0.871098556,0.83828425,0.406782484,0.361825401,0.386544587,0.351561829,0.305881961,0.93528179,0.881362129,0.846090314,0.402445772
0.667183312,0.656767642,0.64620729,0.599481315,0.887793625,0.886636264,0.849313376,0.440207851,0.388274089,0.413011365,0.378003006,0.32925177,0.953036314,0.891120832,0.857269834,0.44078658
0.708825799,0.694918675,0.690283031,0.639725025,0.911057728,0.90975386,0.863976479,0.468928891,0.413735241,0.441694182,0.407216285,0.353181522,0.972625449,0.905987429,0.872958093,0.473564535
