Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,5.056077,3.742275,3.783474,4.82948,0.785077,0.750744,0.764477,0.764477,0.780499,0.817121,0.796521,0.789654,0.828565,0.814832,0.844587,0.819409,0.769055,0.771344,0.79881,0.75761,0.791943,0.821698,0.753033,0.734722,0.803388,0.796521,0.807965,0.755322,0.812543,0.821698,0.817121,0.801099,6.260014,6.214237,5.642023,6.704051,0.791943,0.79881,0.79881,0.830854,6.086061,6.211948,6.534676,6.795605,7.557794,7.546349,7.795834,6.829938
2,5.637446,4.364843,4.438087,5.383383,0.794232,0.755322,0.771344,0.771344,0.787366,0.826276,0.803388,0.79881,0.856031,0.840009,0.869764,0.846876,0.773632,0.775921,0.805676,0.762188,0.796521,0.826276,0.762188,0.7393,0.801099,0.79881,0.810254,0.75761,0.810254,0.821698,0.817121,0.803388,6.257725,6.209659,5.642023,6.704051,0.791943,0.79881,0.801099,0.828565,6.095216,6.218814,6.543832,6.802472,7.56466,7.553216,7.798123,6.839094
3,6.122683,4.882124,4.985122,5.831998,0.801099,0.762188,0.77821,0.77821,0.796521,0.830854,0.812543,0.803388,0.885786,0.867475,0.894942,0.872053,0.780499,0.782788,0.810254,0.766766,0.801099,0.828565,0.769055,0.746166,0.805676,0.79881,0.812543,0.764477,0.810254,0.821698,0.817121,0.803388,6.253147,6.20737,5.639734,6.699474,0.791943,0.801099,0.79881,0.828565,6.102083,6.223392,6.548409,6.802472,7.562371,7.553216,7.791257,6.836805
4,6.514076,5.321584,5.417716,6.189059,0.807965,0.769055,0.785077,0.787366,0.805676,0.835431,0.819409,0.810254,0.91783,0.894942,0.922408,0.904097,0.787366,0.787366,0.810254,0.771344,0.805676,0.830854,0.771344,0.748455,0.805676,0.801099,0.812543,0.766766,0.810254,0.821698,0.817121,0.803388,6.250858,6.209659,5.632868,6.697185,0.791943,0.79881,0.79881,0.828565,6.102083,6.223392,6.550698,6.80705,7.56466,7.553216,7.795834,6.839094
5,6.829938,5.664912,5.758755,6.470588,0.812543,0.773632,0.796521,0.794232,0.812543,0.842298,0.823987,0.814832,0.954452,0.926986,0.954452,0.936141,0.794232,0.791943,0.814832,0.775921,0.812543,0.833143,0.775921,0.753033,0.807965,0.801099,0.814832,0.773632,0.810254,0.823987,0.819409,0.803388,6.246281,6.20737,5.626001,6.694896,0.794232,0.79881,0.79881,0.828565,6.104372,6.225681,6.548409,6.804761,7.56466,7.553216,7.793545,6.841382
6,7.06569,5.932708,6.02884,6.688029,0.817121,0.77821,0.801099,0.801099,0.819409,0.846876,0.828565,0.819409,0.991073,0.956741,0.981918,0.965896,0.79881,0.794232,0.814832,0.77821,0.817121,0.833143,0.775921,0.759899,0.807965,0.803388,0.814832,0.775921,0.810254,0.821698,0.817121,0.803388,6.237125,6.202792,5.616846,6.690318,0.791943,0.79881,0.79881,0.828565,6.104372,6.223392,6.548409,6.80705,7.56466,7.553216,7.793545,6.841382
7,7.248798,6.154726,6.230259,6.841382,0.817121,0.785077,0.807965,0.805676,0.826276,0.851453,0.835431,0.828565,1.032273,0.991073,1.016251,0.99794,0.801099,0.79881,0.817121,0.782788,0.819409,0.835431,0.77821,0.762188,0.805676,0.805676,0.817121,0.775921,0.810254,0.823987,0.817121,0.803388,6.22797,6.202792,5.609979,6.683452,0.791943,0.79881,0.79881,0.828565,6.106661,6.225681,6.548409,6.80705,7.56466,7.553216,7.793545,6.841382
8,7.379263,6.356146,6.379034,6.944381,0.821698,0.789654,0.812543,0.807965,0.833143,0.856031,0.840009,0.833143,1.071183,1.023117,1.048295,1.029984,0.803388,0.801099,0.817121,0.785077,0.821698,0.835431,0.780499,0.764477,0.807965,0.805676,0.819409,0.77821,0.810254,0.821698,0.819409,0.803388,6.223392,6.200504,5.607691,6.681163,0.791943,0.79881,0.79881,0.830854,6.104372,6.223392,6.548409,6.804761,7.56466,7.555505,7.793545,6.843671
9,7.470817,6.543832,6.488899,7.033646,0.823987,0.794232,0.819409,0.812543,0.83772,0.862898,0.844587,0.83772,1.110094,1.05745,1.07805,1.066606,0.805676,0.803388,0.817121,0.785077,0.823987,0.835431,0.780499,0.769055,0.810254,0.805676,0.821698,0.782788,0.810254,0.823987,0.817121,0.803388,6.218814,6.200504,5.607691,6.678874,0.791943,0.79881,0.79881,0.830854,6.106661,6.22797,6.548409,6.804761,7.562371,7.553216,7.793545,6.841382
10,7.541772,6.704051,6.573587,7.106889,0.826276,0.796521,0.823987,0.817121,0.842298,0.867475,0.849165,0.842298,1.151293,1.091783,1.114672,1.100938,0.812543,0.805676,0.817121,0.787366,0.826276,0.835431,0.782788,0.769055,0.810254,0.807965,0.819409,0.782788,0.810254,0.821698,0.819409,0.803388,6.216526,6.198215,5.607691,6.672007,0.794232,0.79881,0.801099,0.830854,6.108949,6.225681,6.550698,6.804761,7.56466,7.553216,7.793545,6.841382
11,7.660792,6.848249,6.665141,7.193866,0.830854,0.803388,0.828565,0.819409,0.851453,0.874342,0.856031,0.846876,1.192493,1.128405,1.153582,1.142138,0.812543,0.807965,0.819409,0.787366,0.826276,0.835431,0.785077,0.773632,0.812543,0.807965,0.823987,0.782788,0.810254,0.823987,0.821698,0.801099,6.216526,6.198215,5.609979,6.672007,0.794232,0.79881,0.79881,0.830854,6.111238,6.22797,6.552987,6.811627,7.566949,7.555505,7.793545,6.84596
