Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,3.181506,0.702678,3.982605,3.467613,0.876631,0.789654,0.851453,0.817121,0.915541,0.849165,0.846876,0.876631,0.83772,0.817121,0.716411,0.924697,0.791943,0.840009,0.849165,0.684367,0.695811,0.906386,0.691234,0.711833,0.840009,0.83772,0.846876,0.842298,6.369879,6.878004,6.596475,7.1664,0.817121,0.821698,0.833143,0.83772,6.52781,6.749828,7.00618,6.841382,6.106661,5.914397,5.703822,6.20737,2.487984,2.563516,2.545205,2.618448
2,3.781186,0.6981,4.653239,4.081025,0.904097,0.817121,0.876631,0.846876,0.949874,0.874342,0.876631,0.910964,0.874342,0.856031,0.730144,0.961318,0.823987,0.876631,0.888075,0.682078,0.720989,0.949874,0.686656,0.732433,0.840009,0.835431,0.846876,0.842298,6.330968,6.84596,6.589609,7.164111,0.817121,0.821698,0.835431,0.840009,6.534676,6.747539,6.999313,6.848249,6.106661,5.923552,5.706111,6.193637,2.481117,2.558938,2.531472,2.609293
3,4.259556,0.693523,5.220874,4.563973,0.936141,0.844587,0.910964,0.872053,0.986496,0.908675,0.915541,0.949874,0.91783,0.89723,0.759899,1.000229,0.862898,0.91783,0.931563,0.677501,0.746166,0.995651,0.702678,0.769055,0.840009,0.835431,0.846876,0.842298,6.296635,6.818494,6.580453,7.157244,0.817121,0.821698,0.833143,0.83772,6.530098,6.745251,6.990158,6.843671,6.106661,5.921263,5.703822,6.177615,2.47425,2.549783,2.522316,2.602426
4,4.673838,0.688945,5.662623,4.953079,0.965896,0.876631,0.945296,0.904097,1.025406,0.945296,0.952163,0.991073,0.963607,0.943008,0.801099,1.041428,0.904097,0.963607,0.97734,0.672923,0.787366,1.048295,0.727855,0.817121,0.840009,0.835431,0.846876,0.842298,6.271458,6.802472,6.573587,7.154955,0.817121,0.821698,0.833143,0.842298,6.532387,6.733806,6.987869,6.843671,6.106661,5.923552,5.701534,6.173037,2.467384,2.542916,2.513161,2.593271
5,5.040055,0.688945,6.003662,5.296407,1.004807,0.91783,0.981918,0.936141,1.071183,0.981918,0.991073,1.027695,1.016251,0.99794,0.849165,1.089494,0.954452,1.016251,1.034562,0.672923,0.844587,1.100938,0.775921,0.876631,0.840009,0.835431,0.846876,0.842298,6.253147,6.78645,6.56672,7.150378,0.817121,0.823987,0.830854,0.83772,6.530098,6.72694,6.98558,6.839094,6.104372,5.921263,5.696956,6.166171,2.460517,2.533761,2.504005,2.584115
6,5.365072,0.686656,6.278325,5.614557,1.046006,0.95903,1.020829,0.975051,1.114672,1.013962,1.036851,1.073472,1.082628,1.052873,0.908675,1.139849,1.007095,1.073472,1.094072,0.670634,0.908675,1.153582,0.849165,0.940719,0.842298,0.833143,0.846876,0.842298,6.234836,6.775006,6.559854,7.152667,0.817121,0.819409,0.833143,0.83772,6.532387,6.715496,6.983291,6.839094,6.102083,5.921263,5.690089,6.157015,2.451362,2.524605,2.497139,2.577249
7,5.671778,0.684367,6.516365,5.937285,1.084916,1.004807,1.062028,1.016251,1.167315,1.052873,1.084916,1.126116,1.151293,1.121538,0.970474,1.192493,1.064317,1.130694,1.160449,0.670634,0.972763,1.206226,0.922408,1.011673,0.840009,0.833143,0.846876,0.842298,6.225681,6.76585,6.562142,7.148089,0.814832,0.819409,0.833143,0.83772,6.530098,6.708629,6.981003,6.839094,6.099794,5.921263,5.6878,6.154726,2.446784,2.517739,2.485695,2.568093
8,6.040284,0.682078,6.720073,6.253147,1.126116,1.052873,1.096361,1.05745,1.21767,1.087205,1.130694,1.169604,1.222248,1.183337,1.034562,1.242847,1.11696,1.192493,1.226825,0.670634,1.032273,1.261158,0.993362,1.089494,0.840009,0.833143,0.846876,0.844587,6.218814,6.761273,6.559854,7.1458,0.814832,0.819409,0.833143,0.840009,6.530098,6.699474,6.981003,6.836805,6.099794,5.921263,5.680934,6.143282,2.437629,2.510872,2.478828,2.558938
9,6.385901,0.679789,6.894026,6.534676,1.162737,1.096361,1.132982,1.091783,1.268025,1.126116,1.176471,1.21767,1.293202,1.249714,1.105516,1.293202,1.169604,1.245136,1.286336,0.666056,1.096361,1.318379,1.059739,1.165026,0.840009,0.833143,0.842298,0.844587,6.209659,6.758984,6.557565,7.148089,0.814832,0.821698,0.830854,0.83772,6.530098,6.697185,6.983291,6.839094,6.099794,5.918975,5.678645,6.140993,2.430762,2.501717,2.471962,2.552071
10,6.681163,0.679789,7.042802,6.768139,1.199359,1.144427,1.169604,1.132982,1.325246,1.167315,1.226825,1.272602,1.364157,1.316091,1.176471,1.348135,1.224537,1.300069,1.345846,0.666056,1.167315,1.384756,1.132982,1.23827,0.83772,0.830854,0.844587,0.844587,6.209659,6.754406,6.555276,7.143511,0.814832,0.821698,0.830854,0.835431,6.52781,6.699474,6.98558,6.841382,6.099794,5.918975,5.671778,6.136416,2.426184,2.499428,2.467384,2.547494
11,6.932937,0.682078,7.168688,6.964981,1.23827,1.185626,1.206226,1.171893,1.380179,1.203937,1.274891,1.322957,1.4374,1.375601,1.247425,1.400778,1.27718,1.361868,1.414511,0.668345,1.242847,1.448844,1.206226,1.316091,0.83772,0.830854,0.842298,0.842298,6.20737,6.754406,6.555276,7.143511,0.814832,0.819409,0.835431,0.835431,6.52781,6.699474,6.981003,6.839094,6.095216,5.916686,5.66949,6.129549,2.419318,2.487984,2.458228,2.538338
12,7.143511,0.677501,7.262531,7.116045,1.279469,1.231403,1.242847,1.213092,1.4374,1.245136,1.320668,1.375601,1.506065,1.435111,1.318379,1.453422,1.327535,1.421378,1.478599,0.734722,1.311513,1.512932,1.281758,1.403067,0.83772,0.830854,0.844587,0.842298,6.205081,6.752117,6.555276,7.1458,0.814832,0.821698,0.830854,0.83772,6.530098,6.704051,6.981003,6.836805,6.095216,5.918975,5.664912,6.122683,2.412451,2.481117,2.449073,2.531472
13,7.312886,0.956741,7.331197,7.22591,1.322957,1.270314,1.281758,1.249714,1.494621,1.284047,1.364157,1.428244,1.574731,1.49691,1.380179,1.51751,1.382467,1.483177,1.544976,0.844587,1.384756,1.57702,1.361868,1.487755,0.840009,0.833143,0.844587,0.844587,6.20737,6.752117,6.552987,7.143511,0.814832,0.821698,0.833143,0.83772,6.52781,6.704051,6.98558,6.839094,6.095216,5.916686,5.660334,6.120394,2.410163,2.47425,2.446784,2.522316
14,7.438773,1.609064,7.390707,7.301442,1.366445,1.311513,1.322957,1.286336,1.558709,1.329824,1.407645,1.485466,1.643397,1.558709,1.439689,1.581598,1.435111,1.544976,1.609064,0.940719,1.453422,1.638819,1.439689,1.574731,0.840009,0.833143,0.844587,0.842298,6.202792,6.749828,6.550698,7.1458,0.814832,0.823987,0.830854,0.840009,6.530098,6.70634,6.981003,6.836805,6.092927,5.918975,5.655756,6.113527,2.403296,2.469673,2.439918,2.520027
15,7.528038,2.719158,7.463951,7.354086,1.412222,1.350423,1.361868,1.325246,1.61593,1.37789,1.453422,1.540398,1.707485,1.622797,1.508354,1.645686,1.487755,1.609064,1.670863,1.029984,1.519799,1.702907,1.522087,1.654841,0.83772,0.833143,0.844587,0.842298,6.20737,6.752117,6.552987,7.148089,0.814832,0.819409,0.830854,0.83772,6.52781,6.704051,6.981003,6.836805,6.090639,5.918975,5.655756,6.108949,2.396429,2.465095,2.43534,2.513161
16,7.58526,3.641566,7.548638,7.399863,1.460288,1.387045,1.403067,1.361868,1.680018,1.428244,1.49691,1.595331,1.77615,1.689174,1.586175,1.707485,1.544976,1.680018,1.73724,1.112383,1.583886,1.771572,1.604486,1.728084,0.83772,0.833143,0.844587,0.842298,6.20737,6.752117,6.552987,7.143511,0.812543,0.819409,0.833143,0.83772,6.52781,6.701762,6.983291,6.836805,6.090639,5.916686,5.64889,6.106661,2.394141,2.460517,2.433051,2.510872
