Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,4.673838,3.630121,3.776608,3.945983,0.85832,0.856031,0.849165,0.846876,0.746166,0.762188,0.787366,0.773632,0.75761,0.75761,0.775921,0.766766,1.320668,1.011673,1.190204,1.261158,0.79881,0.791943,0.773632,0.750744,0.801099,0.785077,0.821698,0.821698,7.127489,6.351568,6.340124,6.033417,0.785077,0.791943,0.787366,0.791943,6.832227,6.72694,6.971847,6.136416,1.748684,1.803616,1.728084,1.748684,4.177157,4.042115,4.000916,4.261845
2,5.191119,4.179446,4.376287,4.541085,0.890364,0.885786,0.883497,0.876631,0.753033,0.766766,0.794232,0.785077,0.764477,0.766766,0.787366,0.775921,1.387045,1.080339,1.261158,1.322957,0.801099,0.789654,0.773632,0.753033,0.79881,0.785077,0.819409,0.823987,7.127489,6.34699,6.324102,6.035706,0.785077,0.789654,0.787366,0.794232,6.829938,6.736095,6.976425,6.143282,1.750973,1.805905,1.732662,1.750973,4.179446,4.046693,4.000916,4.259556
3,5.623713,4.664683,4.879835,5.046921,0.931563,0.922408,0.91783,0.915541,0.762188,0.77821,0.807965,0.794232,0.775921,0.775921,0.794232,0.785077,1.474022,1.162737,1.345846,1.403067,0.801099,0.789654,0.77821,0.753033,0.79881,0.787366,0.821698,0.823987,7.129778,6.34699,6.32639,6.040284,0.785077,0.791943,0.789654,0.791943,6.832227,6.736095,6.978714,6.14786,1.750973,1.808194,1.739528,1.750973,4.177157,4.044404,4.000916,4.257267
4,6.001373,5.076677,5.317006,5.495537,0.981918,0.965896,0.963607,0.956741,0.775921,0.791943,0.821698,0.807965,0.787366,0.785077,0.805676,0.794232,1.563287,1.254292,1.435111,1.485466,0.805676,0.789654,0.775921,0.75761,0.801099,0.785077,0.819409,0.821698,7.138933,6.34699,6.333257,6.04715,0.785077,0.789654,0.787366,0.794232,6.836805,6.742962,6.983291,6.152438,1.750973,1.810483,1.741817,1.750973,4.179446,4.042115,3.996338,4.252689
5,6.330968,5.390249,5.658045,5.845731,1.029984,1.009384,1.007095,1.002518,0.787366,0.805676,0.835431,0.821698,0.796521,0.796521,0.817121,0.805676,1.65713,1.350423,1.524376,1.57702,0.807965,0.789654,0.780499,0.762188,0.801099,0.787366,0.821698,0.823987,7.1458,6.351568,6.337835,6.04715,0.785077,0.789654,0.787366,0.794232,6.839094,6.740673,6.983291,6.154726,1.750973,1.810483,1.744106,1.750973,4.17258,4.037537,3.99176,4.243534
6,6.610208,5.623713,5.905241,6.083772,1.084916,1.052873,1.050584,1.046006,0.796521,0.812543,0.846876,0.830854,0.805676,0.803388,0.823987,0.812543,1.746395,1.441978,1.613642,1.668574,0.810254,0.791943,0.780499,0.764477,0.801099,0.787366,0.821698,0.826276,7.143511,6.351568,6.335546,6.049439,0.785077,0.791943,0.787366,0.794232,6.836805,6.740673,6.983291,6.154726,1.748684,1.812772,1.746395,1.748684,4.165713,4.028382,3.987182,4.238956
7,6.804761,5.78851,6.074617,6.26688,1.13756,1.105516,1.096361,1.094072,0.810254,0.823987,0.85832,0.842298,0.810254,0.812543,0.833143,0.821698,1.83566,1.535821,1.705196,1.757839,0.810254,0.794232,0.780499,0.762188,0.79881,0.785077,0.821698,0.823987,7.148089,6.34699,6.333257,6.049439,0.785077,0.789654,0.789654,0.794232,6.836805,6.740673,6.981003,6.154726,1.750973,1.810483,1.744106,1.748684,4.158846,4.019226,3.978027,4.229801
8,6.942092,5.909819,6.198215,6.401923,1.192493,1.153582,1.142138,1.142138,0.819409,0.833143,0.872053,0.853742,0.821698,0.821698,0.842298,0.833143,1.920348,1.627375,1.794461,1.842527,0.810254,0.796521,0.782788,0.766766,0.801099,0.787366,0.819409,0.823987,7.143511,6.34699,6.333257,6.049439,0.782788,0.789654,0.789654,0.794232,6.836805,6.742962,6.981003,6.152438,1.750973,1.812772,1.744106,1.748684,4.149691,4.010071,3.968872,4.216068
9,7.04509,5.989929,6.296635,6.498054,1.252003,1.203937,1.190204,1.192493,0.830854,0.844587,0.881209,0.867475,0.828565,0.828565,0.853742,0.842298,2.002747,1.71664,1.881437,1.929503,0.810254,0.796521,0.782788,0.766766,0.801099,0.787366,0.821698,0.823987,7.143511,6.344701,6.333257,6.049439,0.785077,0.791943,0.787366,0.794232,6.836805,6.745251,6.981003,6.150149,1.750973,1.810483,1.746395,1.746395,4.140536,3.998627,3.959716,4.206912
10,7.118334,6.074617,6.399634,6.58732,1.316091,1.258869,1.245136,1.247425,0.842298,0.856031,0.894942,0.87892,0.835431,0.83772,0.862898,0.851453,2.092012,1.808194,1.970703,2.01648,0.810254,0.796521,0.785077,0.766766,0.801099,0.785077,0.821698,0.823987,7.141222,6.344701,6.330968,6.051728,0.787366,0.789654,0.789654,0.796521,6.839094,6.740673,6.981003,6.152438,1.750973,1.810483,1.744106,1.746395,4.13138,3.989471,3.95285,4.197757
